"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
S188,329,42,11:50:00,"10 pc. Cookware Set",100.00,"Range Kleen preferred 10 piece cookware set includes an 8 inch and 10 inch nonstick frypans as well as a 5 quart covered dutch oven,and a 3 quart, a 2 quart and  1 quart covered saucepans.  Quality stainless steel, heavy gauge steel riveted handles and clear tempered glass lids. Great for any kitchen","Fred Pierce"
S042,330,42,11:50:00," Hockey Collectibles: Autographed Photo of Johnny Bower and a 2005 Legends book and video",100.00,"Autographed photo of Johnny Bower #1.  Great action shot showing Johnny sliding out to stop the puck from going into the net!  Also included in this package we have an NHL Eastside Hockey manager 2005 video, a magazine by Legends 2005, the official program of the hockey hall of fame. A Great addition for any man cave!","Friends of Rotary"
Y055,331,42,11:50:00,Necklace,100.00,"This Necklace was made by a local Artist at ""Made You Look"". A Costume Chain and made with Fabric and Resin Beads. If you like custom jewlery, you love ""Made You Look"" at 1338 Queen Street West.","Made You Look"
S192,332,42,11:50:00,"Sivananda Yoga Beginners course",100.00,"This gift certificate entitles the bearer to one Yoga Beginners Course --Yoga 1--- which consists of eight yoga classes at the Sivananda Yoga Vedanta Centre at 77 Harbord Street in Toronto.","Sivananda Yoga Vedanta Centre"
W021,333,42,11:50:00,"Dining at Weston Golf Club",80.00,"The Weston Golf & Country Club located at 50 St. Phillips Road donates - Two$ 40 Gift Cards for dining at Weston - Enjoy the atmosphere os the newly decorated Arnold Palmer Room and the fine dining services at Weston.Gift Cards must be used separately - so enjoy both of your visits to Weston","Weston Golf & Country Club"
W045,334,42,11:50:00,"Grocery Gift Basket",100.00,"Royal Lepage Real Estate Services located at 3031 Bloor St. West donates - a Beautiful Grocery Gift Basket filled with Delectable Goodies - just in time for the Holiday season - Treat your Family to these delicasies during Xmas - courtesy of Royal Lepage Real Estate Services in the Kingsway","Royal Lepage Real Estate Services"
Y023,335,42,11:50:00,"One day Art Workshop and Concert series ticket",190.00," Spend some quality time in a relaxing garden setting while you create an original work of art or enjoy local musicians perform. The Artists' Garden provides a place for adult learners to rediscover their creative abilities, being instructed by professional artists in a garden studio. In only one day, workshop participants return home with finished works of art and the technical skills to keep on creating.  Plein Air salon concerts, featuring local acoustic musicians and performers, are offered for nine Wednesday evenings in the summer at the Pavilion of the Sky in the Artists' Garden. Enjoy a varied program of musical entertainment in a lovely outdoor setting.","Artists' Garden Cooperative (AGC)"
U050,337,43,12:00:00,"Black & Decker Toaster",50.00,"Black & Decker 4 slice toaster.  Classic chrome with extra wide slots and bagel button.","Deborah   Cloakey"
Y021,338,43,12:00:00,"Woman's Hair Gift Certificate",40.00,"This Gift Certificate entitles a lady to Wash, Cut, Style, Straighten at Cosimo's Hair Styling on Dundas Street West which is two blocks west of Keele Street.","Cosimo's Hair Styling"
U044,339,43,12:00:00,"Clarion 8"" Bowl",325.00,"Must be seen to appreciate this gorgeous Clarion 8"" Bowl.  Made in Germany for Waterford.","Deborah   Cloakey"
Y003,340,43,12:00:00,"Eyewear gift certificate",50.00,"From Your Choice Optical in Bloor West Village, a $50 dollar gift certificate entitling the holder to redeem for prescription or non-prescription eyewear (sunglasses also permitted).  The certificate has no cash value.  One certificate per purchase per customer.Good for 12 months from the date of issue:  i.e. until October 12, 2012.","Your Choice Optical"
U051,341,43,12:00:00,"Bialetti Non Stick Roasting Pan",50.00,"Just in time to cook the Christmas turkey!  Bialetti Non Stick Roasting Pan with rack.","Deborah   Cloakey"
S007,342,43,12:00:00,"Four passes for Golf",80.00,"We have four passes to this great nine-hole golf course. Take three friends orgo with a friend to do 18 holes. This course is at Concession 9 and Brock Rd. in Pickering. Enjoy good golfing with friends, out in the fresh air ona pretty course. ","Spring Creek Golf Crse"
S170,343,43,12:00:00,"Hot Chocolate Drinkmaker",60.00,"Cadbury is the maker of this Hot Chocolate drinkmaker. You do not need to be an expert to create fantastic drinks that will amaze everyone. Melt your favourite Cadbury milk or dark chocolate in the heated milk, blend in a favourite flavouring.  It fills up to eight cups or four mugs. Recipe booklet included. Has off and on switch.","Fred Pierce"
S172,345,44,12:10:00,"Hot Chocolate Drinkmaker",60.00,"Cadbury is the maker of this Hot Chocolate drinkmaker. You do not need to be an expert to create fantastic drinks that will amaze everyone. Melt your favourite Cadbury milk or dark chocolate in the heated milk, blend in a favourite flavouring.  It fills up to eight cups or four mugs. Recipe booklet included. Has off and on switch.","Fred Pierce"
X114,346,44,12:10:00,"Permanent for a Man or Woman",80.00,"The ""Modern Hair Place"" is a friendly, unisex hair salon and has been on the ""Cutting Edge"" of hair design for over 25 years.Book your appointment at 416-493-7441.  This certificate is valid Monday to Thursday only, and not valid on Fridays, Saturdays, Christmas week and Holidays.","Modern Hair Place"
T004,347,44,12:10:00,"iPod Shuffles (His & Hers)",100.00,"West Park Assessment Centre, located at West Park Healthcare Centre donates- 2 iPod Shuffles.  Never leave a favorite tune behind.  Along with up to 15 hours battery life, the iPod Shuffle gives you 2GB of storage capacity, good for hundreds of songs.  And for multiple playlists, genius mixes, podcasts and audiobooks too.  The iPod shuffle goes anywhere and with anything.  Clip it to your shirt, jacket,  workout gear, backpack or purse strap and it stays put.  Crafted from a single piece of polished aluminum, it's sleek, solid and durable.","West Park Assessment Centre"
S265,348,44,12:10:00,"Certificate for Bad Boys ",100.00,"Lastman's Bad Boy store in any location has donated a gift certificate for$!00.00 off any purchase.  It is good for one year. So if you are going topurchase any furniture or appliances etc.  bid on this to save you somemoney. Nobody beats Bad Boys.  ","Lastman's Bad Boy Warehouse Ltd"
S016,349,44,12:10:00,"Four cup Coffee Maker",50.00,"Great four cup coffee maker. It has auto-pause drip stop which allows you to remove carafe before brewing cycle is completed., one hour automatic shut off, with a lighted on and off switch. one year limited warranty and a removable washable filter basket. Easy to use and great for your kitchen or a gift.","Dickson Home Hardware"
U027,350,44,12:10:00,"$50.00 Dining-Gift Certificate combined with Rotary Donor's Gift",100.00,"Item #1- $50.00 Gift Certificate donated by Fratelli Village Pizzeria.Family run Italian restaurant. Best Italian dishes in Scarborough,well prepared home-style cooked meals. The menu consists of authentic Italian dishes with the best pizza cooked, in the stone oven, right in front of their customers. You would enjoy their amazing service.Item #2- Disaronno Liqueur Gift Box.World's Favourite Italian Liqueur. Gift box comes with a bottle of Disaronno Liqueur (750 ml) along with 2 Italian Design Disaronna Mini Bowls - perfect for home entertaining. Use to serve nuts, olives,berries and more.","Fratelli Village Pizzeria"
T005,351,44,12:10:00,"Ladie's Jewlery Accessory Package",85.00,"West Park Healthcare Centre Foundation donates a Ladies jewlery accessory package to include a faux pearl neckless, two beaded bracelettes, a black decorative watch and an electric pink hand bag.","West Park Healthcare Foundation"
U052,353,45,12:20:00,"Bialetti Non Stick Roasting Pan",50.00,"Just in time to cook the Christmas turkey!  Bialetti Non Stick Roasting Pan with rack.","Deborah   Cloakey"
T014,354,45,12:20:00,"Fashion Accessory Package",75.00,"West Park Healthcare Centre Foundation donates an upscale fashion accessory package which includes a beautiful black and silver Shawl, an elegant dressy bracelet, silver clutch and unique pink lipgloss with built in LED light and mirror to ensure precise application in dim lit environments.","West Park Healthcare Foundation"
S019,355,45,12:20:00,"Two Three Kit Moonrays",100.00,"These kits includes 3, 11 watt bulbs, 60 watt lighting control unit with photocell control and 50 feet of low voltage cable. We have two kits in this package and they are made of metal with umbrella shaped covers.  Make your garden light up and look beautiful at night.","Dickson Home Hardware"
U076,356,45,12:20:00,"Gift Certificate for Fine Dining",50.00,"Serving Scarborough for 21 years, Mandalay Fine Dining is providing 2 gift certificates for evenings out.  Food very good, loyal customers for over 20 years.  Different specials every day. Fish and steak. ","Mandalay Fine Dining"
S001,357,45,12:20:00,"$50 Gift Certificate for Loblaws",50.00,"$50 Gift Certificate for the Loblaws at Don Mills and Eglinton.    The store manager is friendly and there for advice. Ask him how to prepare fish and he'll give you a recipe for BBQ fish.  WOW!!!  Their Presidents Choice Items are to die for.  The staff is always ready to help you if you are lost. ","SUPERSTORE - LOBLAWS"
W040,358,45,12:20:00,"12 Carlton Cinema Passes",114.00,"The Carlton Theatre donates - 12 Movie Passes for any Rainbow Cinema or Magic Lantern Theatre in Canada - Enjoy exciting Movie Entertainment with Family or Friends during the Holidays or throughout next year. Courtesy of Carlton Theatres."," "
S243,359,45,12:20:00,"5 Nu Skin Products",108.98,"5 wonderful skin products from Nu Skin including herbal mineral bath, liquid body bar, hand lotion, liquid body lufra and intense body moisturizer. A great Christmas gift for that special lady in your life.","Tina Raymond"
U070,360,45,12:20:00,"10"" Crystal Bowl",99.00,"From the Rainfall Collection, 10"" Marquis Crystal Bowl by Waterford. ","Deborah   Cloakey"
S223,361,46,12:30:00,"Four Cards for Golf Town",100.00,"These four cards for $25.00 each will give you great gifts for the golfers inyour family or friends. Golf Town is where you can get any type of equipment, clothes, balls, putters, irons and big berthas for your golfing needs. ","Golf Town"
U072,361,46,12:30:00,"Group of Seven Print",95.00,"Framed Group of Seven Print","Gibson & Associates"
W031,362,46,12:30:00,"14 "" Toddler Doll",70.00,"The Mastermind Educational Store located at 4242 Dundas Street West donates - aBeautiful 14 inch tall Miss Corelle Toddler Doll - complete with a White Floral Pattern Dress - Imagine the excitement for some little girl to find this Doll under the tree on Xmas morning.","Mastermind Educational"
X089,363,46,12:30:00,"PADERNO Coffee Maker  THERMAL 10 Cup",80.00,"The THERMAL CARAFE keeps coffee 'HOT' especially when you have company, you can make coffee before they arrive.  Features LED digital timer display, automatic shut-off, automatic pause and serve, removable filter, scoop included, thermal carafe and Cord Storage.","Sherwood TV Sales & Services "
W041,364,46,12:30:00,"Assorted Royale Paper Products",98.00,"Irving Tissue Toronto donates - an assortment of Royale Paper Products - The set consists of Two x 6 Roll Pack Paper Towels / Twelve x 4 Roll Pack Toilet Tissue / Six x 120 Pack Ultra Serviettes / Eightteen x 132 Sheet Boxes Facial Tissue - all these High Quality Royale Paper Products for your home are courtesy of Irving Tissue","Irving Consumer Products"
S095,365,46,12:30:00,"Yoga Pass",105.00,"One month unlimited yoga pass.East Village Yoga & Pilates servicing Durham and the eastern GTA, is a full-service yoga and pilates studio offering a complete range of classes each week for every level of student. It is a place where friends can gather to build a community of like hearts and minds in the fine traditions of Yoga and Pilates. Whether you are a seasoned practitioner or a new student you will find a home at East village yoga & Pilates that will challenge your body, heart and mind. Welcome to the Village where each individual can be fully and authentically themselves.","East Village Yoga"
