"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
Y034,83,11,20:40:00,"Gourmet Gift Basket",200.00,"From the best cheese place in Toronto go to the Cheese Boutigue who hasdonated this beautiful gourmet basket.  Many different types of cheeseto choose from when you serve your guests.","Cheese Boutique"
V005,84,11,20:40:00,"Mazzetti D'Altavilla Grappa/ Angelini Motuproprio Port",230.00,"Savor your taste buds with Mazzetti D'Altavilla Grappa and Angelini Motuproprio Port valued at a total of $230. Made with only the finest grapes, this extra-fine grappa and premium port express the original fragrances and taste of the grapes in their delectable bouquet. ","Humber River Regional Hospital Foundation"
S120,85,11,20:40:00,"Men's Swiss Military Watch",250.00,"This Men's watch made by the famous Swiss watch company has a large face with a red trim on the outside. White face with metal dots and squares for every five minute marks. Stainless steel band, with a deployant clasp to assure a secure fit of your watch and easy opening and closing. It is water-resistant but must not be worn in a hot shower, sauna or hot tub. Has a lovely steel case for safe keeping of your watch.","Frank Bott"
S009,89,12,20:50:00,"Royal Doulton 6 Place Setting Dishes, teapot,creamer ,sugar.",1200.00,"What a great set of beautiful Royal Doulton dishes, 6 place settings which include a dinner plate, salad plate,bread plate and cup and saucer. Trimmed in  silver on edges, with a tiny silver leaf pattern with little upraised tinypearl drops below the silver edging. Also we have the tea service which includes tea pot, sugar bowl, creamer and lid for sugar bowl.  This is a fantastic set for any bride, your dinner table, or a gift. ","Friends of Rotary"
Y061,90,12,20:50:00,"Multi-stone necklace",125.00,"A gorgeous multi-stone eclectic winter ice necklace handmade at Toronto's Made You Look jewellery.","Made You Look"
S155,91,12,20:50:00,"Yoga House gift certificates (5)",100.00,"The Yoga House overlooks a beautiful ravine. The stunning sanctuary is a 12-minute walk from Coxwell Subway Station. The Yoga House offers unique classes. Small classes allow hands-on support. Specialty classes are also offered, including those focusing on fertility and partner yoga. Package includes five tickets, each for one class. ","Celeste Shirley"
X172,92,12,20:50:00,"Cerwin-Vega Home Theater Speakers",120.00,"1 Pair HT-SAT5 Satellite Speakers System.  Shielded 5 1/4 inch 2 way speakers sensurround.  These quality speakers by Cerwing-Vega are ideal as front or rear with any home theater system.","Sherwood TV Sales & Services "
W145,93,12,20:50:00,"ROYAL YORK $350 GIFT CERTIFICATE",350.00,"THE FAIRMONT ROYAL YORK HOTEL DONATES - A $350 GIFT CERTIFICATE FOR ONE NIGHT STAY IN A DELUXE GUESTROOM - CELEBRATE THAT SPECIAL ANNIVERSARY OR BIRTHDAY IN THE TORONTO'S LANDMARK FAIRMONT ROYAL YORK HOTEL - VALID UNTIL NOVEMBER 30, 2013 - ENJOY YOUR VISIT COURTESY OF THE FAIRMONT ROYAL YORK HOTEL","Fairmont Royal York Hotel"
X200,94,12,20:50:00,"Marlies vs. Saint John's Icecaps 3:00 pm Sun. Apr 21st",132.00,"These 4 seats are for the Marlies vs. the Saint John's Icecaps at 3:00PM on Sunday Apr. 21, 2013 in the Ricoh Coliseum and are donated by our friends at Rogers Communications.This is their final game of the season and this night is Fan Appreciation Night, sure to be a great time by all. RogersTV carries selected Marlies games throughout the season. Check RogersTV.com for details.These four tickets are in Section 111, Row A, seats 9 to 12.","Rogers Communications"
W028,97,13,21:00:00,"TWO BLUE JAYS TICKETS",125.00,"WARD FUNERAL HOME LOCATED AT 2035 WESTON ROAD DONATES - A PAIR OF PREMIUM DUGOUT TICKETS TO A TORONTO BLUE JAYS REGULAR SEASON HOME GAME DURING 2013 - ENJOY THE EXCITEMENT AND FUN CHEERING FOR THE JAYS - COURTESY THE WARD FUNERAL HOME.","Ward Funeral Home"
S032,98,13,21:00:00,"Signed Hockey Jersey Wendell Clark",530.00,"This great hockey player Wendell Clark of our Maple Leaf Team with hisnumber 7 on the Jersey is signed by him.  It is mainly dark blue with the white maple leaf in the centre of the short.  Another great jersey to wear to the game forthe hockey enthusiast.","Eddie Macleod"
X034,99,13,21:00:00,"Pommard Wine- Clos des Ursulines (2005)",75.00,"This bottle of French wine is a supple, civilized Pommard, rich with cherry, boysenberry and red currant notes.  Tannins are present, but they're refined. It has zip and length. Best from before 2020. Points Wine Spectator.""Tasted by Nike Ritner on Nov 16, 2010; Wow! Beautiful ruby colour, hints of berry and cherry to the nose. Still lots of tannins, so it can come across as somewhat abrasive underneath a smooth surface.  Good acidity. Quite delicious after letting it open up for 2+ hours. No need to drink it now; it should improve further in the next few years, lots of potential.  Still too early to rate for certain, I'll give it 93 for its promise.""","Gary  Witten"
X131,100,13,21:00:00,"DAGAZZI Stone Grill",100.00,"The original Hot Cooking Stone includes one stone grill, two burner covers, one wooden base, one rack set and one support & handling frame.  Enjoy this wonderful stone grill with your family and friends.","Rocco Colangelo"
U134,101,13,21:00:00,"$300 Voucher for Jong Park Tae Kwon Do",300.00,"All ages are welcome at Jong Park Tae Kwon Do for 3 months of classes. ( you can attend up to 6 days a week)","Jong Park Tae Kwon Do"
Y052,105,14,21:10:00,"Gold car spa",269.00,"Premium gold car detailingInterior/exterior and engine shampoocertificate also includes a one day no charge car rental!Toronto Honda is a good people!","Toronto Honda"
Y044,106,14,21:10:00,"Fine necklace by Jasmine's Jewellery",275.00,"Beautiful Rose quartz sterling silver, gold plated and cubic zirconia necklace by Jasmine's Jewellery","Jasmine's Jewellery"
W072,107,14,21:10:00,"$300 FAMILY SKI PASS FOR FOUR",300.00,"THE CRAIGLEITH SKI CLUB LOCATED IN COLLINGWOOD DONATES - A $300 GIFT CERTIFICATE FOR A FAMILY DAY ON THE SLOPES SKI PASS FOR FOUR - VALID DURING THE 2012 / 2013 SEASON - ENJOY ONE OF ONTARIO'S FINEST PRIVATE SKI FACILITIES - COURTESY OF CRAIGLEITH SKI CLUB","Craigleith Ski Club"
W100,108,14,21:10:00,"OLD MILL INN - LUXURY STAY FOR TWO",500.00,"THE OLD MILL INN & SPA LOCATED AT 21 OLD MILL ROAD DONATES - A $500 GIFT CERTIFICATE FOR ONE NIGHT DELUXE ACCOMMODATION IN A LUXURY ROOM WITH A PREMIUM CONTINENTAL BREAKFAST - ALL TAXES AND PARKING IS INCLUDED - HERE'S A GREAT OPPORTUNITY TO CELEBRATE A SPECIAL BIRTHDAY OR ANNIVERSARY - THE CERTIFICATE IS VALID UNTIL MAY 30, 2013. - ALL COURTESY OF THE OLD MILL INN & SPA","The Old Mill Inn"
X190,109,14,21:10:00,"Raptors vs. Brooklyn Nets Wed Dec 12, '2012",114.00,"These seats are in Section 103, Row 32 Seats 5 & 6.  The action takes place between the Raptors and the Brooklyn Nets on Wednesday, Dec 12th at 7:00 pm","B.F.Dias Construction Inc."
S128,113,15,21:20:00,"Contra The Heard subscription",500.00,"The Contra the Heard Investment Letter has a 10-year annualized investment rate  of 15.3 per cent,that is one of the best in North America. The editors are Benj Gallander and Ben Stadelman, who write a column called The Contra Guys for The Globe and Mail. Benj has also written three best-selling books and is a regular on BNN's Market Call.","Contra The Heard Investment  Letter"
W010,114,15,21:20:00,"SONICARE ELECTRIC TOOTHBRUSH",125.00,"ROYAL YORK DENTAL LOCATED AT 3034 BLOOR STREET WEST DONATES - A PHILIPS SONICARE FLEXCARE RECHARGEABLE ELECTRIC TOOTHBRUSH - THE PROFESSIONAL MODEL - HAVE A HEALTHY BEAUTIFUL SMILE FOR LIFE - COURTESY OF ROYAL YORK DENTAL IN THE KINGSWAY.","Royal York Dental"
S273,115,15,21:20:00,"Home Depot - Gift Certificate",100.00,"It seems that everyone goes to Home Depot at least once a year, many go even more often.  This is something that everyone can use.  A Gift Certificate for Home Depot valued at $100.","Investors Group Financial Services Inc.,"
W071,116,15,21:20:00,"2 TORONTO ARGONAUTS TICKETS ",76.00,"THE TORONTO ARGONAUTS FOOTBALL CLUB DONATES - 2  TICKETS FOR THE ARGOS HOME OPENER GAME IN 2013 - ENJOY THE GAME AT THE ROGERS CENTRE AND CHEER THE DOUBLE BLUE TO VICTORY - COURTESY OF THE TORONTO ARGONAUTS FOOTBALL CLUB","The Toronto Argonauts"
U116,117,15,21:20:00,"Trees Have Needs",500.00,"Brent Ferris - Acclaimed Foresty Expert will come to your residence to assess tree damage, advise on tree, stump or shrub removal and generally make your property look fresh and lively again. Brent and his team take on those dangerous limbs that look likely to do damage in the next major storm - no matter how big or precarious they seem. He will give you a fair estimate of the work that needs to be done and make a mutually agreeable schedule for the work. This special package is worth $500 against your next tree service project and is good for the locations in the GTA and must be completed within one year.","Trees Have Needs"
W158,118,15,21:20:00,"KYLE LOWRY - RAPTORS AUTOGRAPHED JERSEY",4.00,"THE TORONTO RAPTORS BASKETBALL CLUB DONATES - A KYLE LOWRY #3 AUTOGRAPHED PLAYERS JERSEY - HERE'S A COLLECTABLE RAPTORS ITEM THAT WOULD BE TREASURED BY ANY RAPTORS FAN - COURTESY OT THE TRORNTO RAPTORS.","THE TORONTO RAPTORS"
S078,121,16,21:30:00,"Acrylic on canvas Painting - The Bird Sanctuary",1500.00,"Large 30 inches by 40 inches acylic on canvas painting by Diane Shelton. It is called the Bird Sanctuary-Ashbridges Bay. Lots of greens, blues, with browns and whites. Painted by Diane Shelton who has lived in the Beach for over 30 years. She exhibits regularly on the Beach Studio Tour.","Dianne Shelton"
S154,122,16,21:30:00,"Teeth Whitening System",400.00,"This certicate entitles you to receive one Teeth Whitening System. This take home system requires two in-office appointments for 20 minutes each time, where impressions will be taken and trays will be fitted. Upon completion, one standard kit of whitening material will be given. The certificate is valid through Dec. 31, 2013.","Dr. Robert DeMiglio & Dr. Joseph Fava"
S026,123,16,21:30:00,"Electric Smoker",400.00,"Wow! This is a great item, it is an electric smoker. Perfect for smoking all your favorite foods. Continuous temperature, auto shut-off, side access wood pellet chute, meat probe, 2 jerky racks, 2 large and 1 small chrome plated smoking racks, rib/sausage hanger rack.  It is insulated for energy efficiency air damper and it is easy to clean,Has a cajun injector and oven mitts.Roller wheels and handle,with removable racks and drip pan.Is in a Black finish. ","Fred Pierce"
X047,124,16,21:30:00,"Game of Golf for Three with Golf Pro Escort",483.00,"Schedule a game of golf for a threesome at the Scarboro Golf & Country club.  This club is world class and has been selected 4 times to be the site of the Canadian Open. This includes golf carts and a golf Pro escort.","Scarboro Golf & Country Club"
X197,125,16,21:30:00,"Marlies vs. Binghamton Senators 3:00 pm Sun Mar. 3rd",132.00,"These 4 seats are for the Marlies vs. the Binghamton Senators at 3:00PM on Sunday Mar. 3, 2013 in the Ricoh Coliseum and are donated by our friends at Rogers Communications.Come watch Marlies Centre Mike Zigomanis on Canadian Forces Appreciation Day where the first 3,000 fans get a Marlies hat. RogersTV carries selected Marlies games throughout the season. Check RogersTV.com for details.These four tickets are in Section 111, Row A, seats 9 to 12.","Rogers Communications"
X033,129,17,21:40:00,"Power-Furnace Humidifier",585.00,"The ""Desert Springs"" power humidifier will control constant humidity in homes equiped with forced warm air systems.  It self-flushes and cleans automatically.  Banish dry air, static electricity, itchy nose during the winter ahead.  This could also be a to of the line update for your old humidifier.Estimated installation charge is $120","Direct Energy"
S202,130,17,21:40:00,"Swarovski Key Chain",100.00,"Providence Healthcare has donated this Swarovski key chain for our auction.Swarovski a well known name in crystal has made this in the shape of a heart with shiny silver clasp and small chain attached to the heart. Clasp is easyto open to get your keys on it. Lovely gift for that special person ","Providence Healthcare"
U042,131,17,21:40:00,"WILLIAM AND CATHERINE, THE DUKE AND DUCHESS OF CAMBRIDGE- COMMEMORATIVE PLATE",90.00,"BUCKINGHAM CLASSICS- FINE CHINA. PLATE FROM CONNOISSEUR COLLECTION. MADE IN ENGLAND. WEDDING OF CATHERINE MIDDLETON TO HRH PRINCE WILLIAM, WESTMIMISTER ABBEY ON APRIL 29TH., 2011","ANONYMOUS- SCARBOROUGH TWILIGHT ROTARY CLUB"
X141,132,17,21:40:00,"Printer Calculator TI-5019 ",120.00,"This printer calculator has an extra large 10 digit display screen.  It operates on 4 AA batteries or AC with adapter which is included. The calculator uses standard 2 1/4"" paper roll. ","CCS Educational Inc."
U115,133,17,21:40:00,"Satya Yoga Studio",120.00,"Ever wonder what if would be like to find a way to truly relax and get the kinks out? The Satya Yoga Studio is just the place for you. Located in Scarborough Village on a tranquil treelined street, you'll find your bliss with yoga adept Anita. Chill out and get fit wiht 10 group sessions or two personal, one on one programs that will have you moving again smoothly, feeling good again and smiling again","Satya Yoga Studio"
S242,137,18,21:50:00,"Wayne Gretzky Signed Jersey",600.00,"What would you give to have a signed jersey by Wayne Gretzky? Everyone wouldthat just loves hockey. It is a Edmonton Oilers shirt with the great number 99on it, in white with the blue and red on the shoulders and sleeves. We have a certificate of authenticity enclosed.   ","Scott Lyall"
X183,138,18,21:50:00,"1500 Watt Gasoline Generator by King Canada",279.00,"This model KCG-1500 G gasoline generator has a 2 1/2 hp 4 stroke OHV engine, recoil starter, brushless alternator and electronic start ignition.  The generator provides low oil level shutoff protection, circuit breaker, AC120 V 10 amp outlets and 12 V 8 amp outlet for DC.  ","Rotary Club of Bowmanville"
Y048,139,18,21:50:00,"Snow Removal/Landscaping",500.00,"Landscaping for residential or commercial property. Areas covered:Swansea, High Park, Parkdale, Junction, Annex, Rosedale, Castle Frank, Danforth, Riverdale, East York, Yorkville.Covers cost of labour, services may be upgraded, not redeemable for products, material or HST.Snow removal for Dec 2012 to March 2013. Landscaping must be booked prior to May 2013, may include grass cutting, brick/paver, retaining wall, hedge trimming, soil amendments, soil testing and other related items.","All Season Landscaping"
S213,140,18,21:50:00,"Pair of Raptor Tickets",72.00,"Great news we have two Raptor Tickets for Monday April 1st, 2013 at 7 p.m.  Section is 323, Row 1 , Seats 7 & 8. Raptors vs Detroit Pistons. Join the fans to encourage our Raptors to win the game, and wear your Jersey.  Have fun at the game. ","Bill Boyd"
S275,145,19,22:00:00," Bottle of Rare Wine",642.00,"This is a rare and exceptional wine offered to that special bidder from a friend of Rotary.  One bottle of 1994 ""Chateau Lafite Rothschild"".  It's origin is Pauillac in Medoc, Bordeaux, France.  It is a red Bordeaux wine to many, but for a knowledgable wine taster it is also a 1er Grand Cru Classe. Store at cellar temperature.","Investors Group Financial Services"
Y024,146,19,22:00:00,"Plein Air Summer Salon Concert Series, 2013",180.00,"Enjoy a lovely evening in a magical green garden under the stars, listening to a wide variety of live music performances - from Jazz to Classical, Pop to Folk.  Plein air Garden concerts are held as intimate salon performances in a private garden in mid-town Toronto.  Acoustic musicians are featured in this exceptional concert series.  All concerts are performed in the Pavilion of the Sky, an award-winning architectural garden structure, designed by Paul Raff Studio, Toronto.  ","Artists' Garden Cooperative (AGC)"
S055,147,19,22:00:00,"Certificate for 2 hour  of live music keyboard",250.00,"Allison Kremer has donated this certificate for keyboard and vocal entertainment for two hours.  Enhance the atmosphere of your next special occasion with two hours of live music. Enjoy satandards from the 40's, 50's, and more. Plays in and around Toronto, Fenelon Falls, Peterborough etc. Has a keyboard if no piano is available.","Allison Kremer"
S028,148,19,22:00:00,"Gazebo On The Go",100.00,"This beige gazebo is lightweight and easy to carry.  Two people ca set it up in a second.  It is foldable and made of solid alumnium alloy tube frame.  No tools are needed for assembling.  It also has a carrying case. Shade, shelter and fun in seconds. Makes it cool when picnicing or gives you shelter for when you tent for dinners. Size is 10 x 10 x 8.5.  Great for the next summer."," "
X193,149,19,22:00:00,"Marlies vs. Rockford Ice Hogs, Sat Jan 5th @ 3:00pm",132.00,"These 4 seats are for the Marlies vs. the Rockford Ice Hogs at 3:00PM on Saturday Jan. 5, 2013 in the Ricoh Coliseum and are donated by our friends at Rogers Communications.Come watch Marlies players Keith Aucoin and Mike Kostka and their hard skating and high point scoring attack. RogersTV carries selected Marlies games throughout the season. Check RogersTV.com for details.These four tickets are in Section 111, Row A, seats 9 to 12.  ","Rogers Communications"
